-1489	1
-1463	1
-1456	1
-1399	1
-1379	1
-1328	1
-1317	1
-1299	1
-1104	1
-1085	1
-1064	1
-1061	1
-1059	1
-1024	1
-1018	1
-1012	1
-991	1
-985	2
-965	1
-963	1
-960	1
-929	1
-921	1
-895	1
-857	1
-854	1
-791	1
-786	1
-785	1
-779	1
-773	2
-752	1
-750	1
-745	2
-743	1
-741	1
-732	1
-728	1
-727	2
-714	1
-708	1
-704	1
-698	4
-693	2
-691	1
-689	1
-688	1
-677	1
-668	1
-663	2
-657	2
-655	1
-653	1
-652	1
-645	2
-644	1
-643	1
-642	1
-639	2
-636	1
-634	1
-631	1
-629	1
-626	1
-619	2
-614	1
-610	2
-608	1
-607	2
-606	2
-605	1
-604	1
-603	1
-602	1
-601	2
-600	1
-598	1
-593	2
-592	1
-589	2
-586	1
-580	1
-578	2
-577	1
-573	2
-572	1
-571	1
-570	1
-566	1
-565	1
-560	2
-559	2
-558	1
-557	2
-555	2
-554	3
-553	3
-552	1
-550	1
-548	1
-546	3
-544	2
-543	2
-542	2
-541	1
-540	2
-536	1
-535	1
-534	3
-533	2
-532	3
-531	1
-529	1
-527	1
-525	1
-524	2
-523	1
-522	1
-520	1
-519	1
-518	1
-517	1
-516	4
-513	3
-512	1
-511	2
-510	4
-509	1
-507	4
-506	1
-505	2
-504	2
-503	2
-502	1
-501	4
-499	2
-498	1
-497	3
-495	2
-494	1
-493	1
-492	2
-491	3
-489	1
-487	2
-486	2
-485	1
-484	2
-483	1
-482	1
-481	2
-480	5
-479	3
-478	1
-477	5
-475	5
-474	1
-473	1
-472	1
-471	3
-470	2
-467	2
-466	2
-465	1
-464	2
-463	1
-462	1
-461	2
-460	5
-459	5
-458	2
-456	3
-455	1
-454	2
-453	1
-452	2
-451	2
-450	1
-449	1
-448	4
-447	2
-446	4
-445	5
-444	5
-443	2
-442	4
-441	1
-440	3
-439	2
-438	2
-437	2
-436	2
-434	3
-433	3
-432	4
-431	1
-430	4
-429	5
-428	4
-427	4
-426	2
-425	4
-424	4
-423	3
-422	7
-421	3
-420	1
-419	3
-418	1
-417	2
-416	4
-415	4
-414	6
-413	8
-412	3
-411	4
-410	4
-409	4
-408	10
-407	5
-406	2
-405	8
-404	8
-403	7
-402	3
-401	6
-400	6
-399	7
-398	9
-397	10
-396	4
-395	5
-394	4
-393	7
-392	3
-391	5
-390	3
-389	3
-388	3
-387	5
-386	6
-385	7
-384	5
-383	3
-382	1
-381	9
-380	7
-379	5
-378	7
-377	2
-376	8
-375	9
-374	5
-373	4
-372	9
-371	11
-370	6
-369	7
-368	7
-367	7
-366	8
-365	8
-364	10
-363	6
-362	9
-361	10
-360	12
-359	11
-358	11
-357	11
-356	19
-355	14
-354	17
-353	10
-352	12
-351	12
-350	14
-349	10
-348	10
-347	10
-346	9
-345	17
-344	7
-343	16
-342	26
-341	20
-340	13
-339	20
-338	15
-337	14
-336	12
-335	24
-334	17
-333	19
-332	21
-331	11
-330	22
-329	21
-328	26
-327	16
-326	26
-325	17
-324	17
-323	18
-322	17
-321	24
-320	18
-319	23
-318	26
-317	19
-316	24
-315	19
-314	25
-313	24
-312	23
-311	17
-310	28
-309	27
-308	33
-307	23
-306	22
-305	26
-304	21
-303	22
-302	34
-301	33
-300	29
-299	26
-298	33
-297	26
-296	31
-295	39
-294	24
-293	42
-292	31
-291	46
-290	33
-289	45
-288	43
-287	36
-286	38
-285	42
-284	44
-283	38
-282	51
-281	48
-280	50
-279	50
-278	51
-277	34
-276	48
-275	46
-274	42
-273	45
-272	56
-271	61
-270	50
-269	55
-268	82
-267	56
-266	61
-265	62
-264	81
-263	66
-262	56
-261	57
-260	61
-259	82
-258	73
-257	72
-256	64
-255	90
-254	73
-253	74
-252	86
-251	87
-250	92
-249	97
-248	86
-247	93
-246	90
-245	89
-244	82
-243	101
-242	96
-241	93
-240	112
-239	103
-238	93
-237	116
-236	108
-235	95
-234	128
-233	119
-232	123
-231	143
-230	121
-229	117
-228	100
-227	147
-226	119
-225	132
-224	159
-223	134
-222	177
-221	145
-220	131
-219	137
-218	138
-217	150
-216	146
-215	139
-214	148
-213	165
-212	183
-211	172
-210	217
-209	212
-208	213
-207	195
-206	216
-205	184
-204	199
-203	215
-202	201
-201	241
-200	220
-199	215
-198	245
-197	230
-196	256
-195	265
-194	234
-193	250
-192	262
-191	265
-190	296
-189	257
-188	265
-187	289
-186	283
-185	296
-184	287
-183	299
-182	321
-181	303
-180	298
-179	300
-178	321
-177	343
-176	349
-175	324
-174	346
-173	352
-172	359
-171	384
-170	361
-169	388
-168	377
-167	444
-166	415
-165	446
-164	469
-163	408
-162	449
-161	448
-160	486
-159	469
-158	515
-157	500
-156	495
-155	529
-154	535
-153	525
-152	567
-151	570
-150	570
-149	577
-148	629
-147	654
-146	632
-145	640
-144	676
-143	680
-142	735
-141	762
-140	762
-139	784
-138	809
-137	834
-136	826
-135	805
-134	867
-133	837
-132	933
-131	933
-130	934
-129	941
-128	966
-127	1013
-126	1034
-125	1092
-124	1100
-123	1189
-122	1209
-121	1181
-120	1205
-119	1273
-118	1269
-117	1357
-116	1469
-115	1384
-114	1450
-113	1424
-112	1547
-111	1567
-110	1627
-109	1621
-108	1736
-107	1821
-106	1777
-105	1843
-104	1960
-103	1986
-102	2032
-101	2023
-100	2169
-99	2204
-98	2278
-97	2340
-96	2400
-95	2418
-94	2594
-93	2664
-92	2775
-91	2840
-90	2846
-89	2984
-88	2973
-87	3174
-86	3279
-85	3440
-84	3504
-83	3699
-82	3810
-81	3888
-80	4134
-79	4213
-78	4355
-77	4518
-76	4598
-75	4906
-74	5009
-73	5211
-72	5497
-71	5690
-70	5941
-69	5942
-68	6210
-67	6490
-66	6850
-65	7060
-64	7281
-63	7712
-62	7887
-61	8295
-60	8414
-59	8937
-58	9424
-57	9823
-56	10262
-55	10883
-54	11164
-53	11749
-52	12353
-51	13089
-50	13624
-49	14056
-48	14789
-47	15439
-46	16652
-45	17375
-44	18189
-43	19413
-42	20486
-41	21267
-40	22499
-39	23677
-38	25493
-37	26998
-36	28451
-35	30380
-34	32600
-33	34544
-32	36580
-31	38941
-30	41592
-29	44882
-28	48004
-27	52258
-26	55544
-25	60705
-24	65725
-23	71534
-22	77475
-21	85024
-20	93013
-19	101954
-18	112304
-17	124678
-16	138622
-15	155218
-14	174723
-13	199158
-12	226841
-11	261210
-10	305979
-9	362562
-8	437135
-7	538313
-6	679917
-5	893746
-4	1235042
-3	1850519
-2	3186761
-1	7897817
0	158435
1	123403
2	84063
3	64542
4	52878
5	44456
6	38667
7	34262
8	31417
9	28538
10	26483
11	24777
12	23209
13	21992
14	21144
15	20314
16	19270
17	18518
18	17935
19	17443
20	16963
21	16642
22	16102
23	15453
24	15083
25	14767
26	14291
27	14103
28	13864
29	13747
30	13245
31	13161
32	12920
33	12703
34	12235
35	12164
36	11909
37	11789
38	11546
39	11449
40	11185
41	11089
42	10801
43	10654
44	10660
45	10488
46	9995
47	10059
48	9885
49	9759
50	9624
51	9414
52	9363
53	9151
54	8991
55	8974
56	8801
57	8777
58	8608
59	8337
60	8263
61	8053
62	8047
63	7978
64	7740
65	7776
66	7663
67	7637
68	7640
69	7199
70	7128
71	7155
72	7227
73	6927
74	6784
75	6837
76	6517
77	6565
78	6359
79	6312
80	6446
81	6119
82	6022
83	6029
84	5864
85	5790
86	5789
87	5650
88	5554
89	5601
90	5392
91	5417
92	5374
93	5271
94	5076
95	5062
96	5152
97	4899
98	4808
99	4805
100	4757
101	4806
102	4586
103	4586
104	4445
105	4405
106	4406
107	4255
108	4302
109	4208
110	4134
111	4162
112	4004
113	4040
114	3971
115	3932
116	3870
117	3866
118	3693
119	3676
120	3583
121	3682
122	3595
123	3568
124	3341
125	3467
126	3437
127	3339
128	3216
129	3202
130	3304
131	3214
132	3147
133	3156
134	3073
135	3041
136	3028
137	2942
138	2917
139	2952
140	2874
141	2796
142	2854
143	2735
144	2747
145	2665
146	2607
147	2663
148	2613
149	2541
150	2524
151	2514
152	2433
153	2330
154	2404
155	2377
156	2295
157	2354
158	2230
159	2190
160	2245
161	2244
162	2178
163	2204
164	2191
165	2035
166	2092
167	2108
168	2061
169	2057
170	1997
171	1960
172	1927
173	1984
174	1953
175	1927
176	1879
177	1783
178	1802
179	1767
180	1757
181	1727
182	1699
183	1633
184	1725
185	1732
186	1597
187	1695
188	1607
189	1599
190	1579
191	1620
192	1555
193	1523
194	1539
195	1443
196	1466
197	1441
198	1499
199	1337
200	1404
201	1413
202	1459
203	1346
204	1389
205	1349
206	1342
207	1267
208	1311
209	1291
210	1303
211	1310
212	1214
213	1201
214	1211
215	1279
216	1202
217	1176
218	1191
219	1183
220	1202
221	1138
222	1074
223	1151
224	1154
225	1051
226	1070
227	1039
228	1101
229	1027
230	1054
231	1092
232	1050
233	968
234	956
235	986
236	964
237	978
238	944
239	969
240	904
241	894
242	872
243	883
244	879
245	907
246	851
247	894
248	855
249	840
250	858
251	829
252	865
253	818
254	757
255	833
256	797
257	839
258	778
259	784
260	730
261	772
262	742
263	774
264	748
265	723
266	744
267	694
268	702
269	709
270	679
271	669
272	662
273	646
274	717
275	680
276	670
277	727
278	691
279	672
280	598
281	627
282	640
283	662
284	625
285	622
286	611
287	605
288	623
289	612
290	551
291	577
292	620
293	586
294	529
295	603
296	560
297	560
298	533
299	545
300	533
301	501
302	501
303	472
304	498
305	486
306	516
307	513
308	509
309	485
310	492
311	450
312	495
313	487
314	465
315	460
316	446
317	482
318	452
319	455
320	408
321	432
322	411
323	448
324	384
325	414
326	457
327	414
328	414
329	415
330	406
331	424
332	393
333	386
334	375
335	372
336	401
337	372
338	356
339	381
340	369
341	372
342	363
343	346
344	357
345	345
346	370
347	352
348	346
349	333
350	353
351	346
352	324
353	341
354	326
355	351
356	297
357	307
358	328
359	304
360	305
361	321
362	305
363	300
364	295
365	318
366	291
367	275
368	289
369	290
370	288
371	271
372	295
373	267
374	278
375	268
376	236
377	257
378	270
379	231
380	266
381	278
382	254
383	249
384	258
385	266
386	250
387	231
388	257
389	239
390	283
391	237
392	238
393	222
394	232
395	212
396	246
397	233
398	230
399	233
400	256
401	240
402	217
403	249
404	200
405	236
406	223
407	199
408	205
409	213
410	221
411	197
412	236
413	213
414	216
415	216
416	193
417	201
418	184
419	197
420	183
421	196
422	210
423	210
424	198
425	187
426	210
427	188
428	179
429	164
430	147
431	177
432	183
433	180
434	191
435	165
436	192
437	193
438	148
439	191
440	167
441	156
442	168
443	164
444	158
445	169
446	168
447	159
448	168
449	143
450	152
451	131
452	141
453	153
454	125
455	159
456	132
457	146
458	139
459	160
460	143
461	140
462	136
463	123
464	134
465	136
466	140
467	145
468	134
469	120
470	119
471	129
472	111
473	124
474	123
475	125
476	115
477	104
478	125
479	124
480	114
481	118
482	121
483	138
484	92
485	101
486	103
487	89
488	110
489	129
490	103
491	99
492	106
493	121
494	104
495	75
496	97
497	100
498	104
499	101
500	97
501	86
502	89
503	99
504	84
505	103
506	76
507	86
508	98
509	87
510	100
511	111
512	95
513	92
514	90
515	95
516	93
517	92
518	97
519	82
520	87
521	82
522	91
523	74
524	83
525	93
526	70
527	93
528	69
529	81
530	88
531	70
532	88
533	73
534	74
535	78
536	67
537	78
538	78
539	62
540	89
541	82
542	67
543	70
544	87
545	67
546	65
547	81
548	53
549	73
550	68
551	85
552	73
553	67
554	67
555	69
556	78
557	75
558	62
559	63
560	62
561	58
562	71
563	62
564	52
565	76
566	70
567	67
568	61
569	62
570	59
571	53
572	42
573	54
574	70
575	42
576	45
577	63
578	47
579	64
580	59
581	56
582	59
583	53
584	53
585	50
586	61
587	46
588	60
589	53
590	53
591	46
592	50
593	47
594	56
595	48
596	43
597	49
598	67
599	36
600	47
601	70
602	45
603	57
604	57
605	45
606	52
607	52
608	44
609	46
610	35
611	51
612	43
613	48
614	60
615	43
616	49
617	44
618	32
619	39
620	54
621	26
622	45
623	43
624	36
625	35
626	40
627	44
628	37
629	40
630	43
631	28
632	36
633	35
634	40
635	43
636	37
637	42
638	31
639	28
640	35
641	36
642	28
643	44
644	31
645	35
646	37
647	39
648	39
649	39
650	38
651	26
652	39
653	26
654	30
655	25
656	37
657	32
658	28
659	31
660	36
661	30
662	38
663	30
664	31
665	35
666	40
667	35
668	34
669	45
670	27
671	33
672	37
673	22
674	30
675	34
676	31
677	24
678	35
679	38
680	24
681	30
682	31
683	26
684	29
685	31
686	29
687	25
688	27
689	23
690	25
691	27
692	34
693	26
694	25
695	25
696	30
697	25
698	35
699	25
700	19
701	25
702	24
703	24
704	29
705	29
706	24
707	22
708	19
709	20
710	29
711	19
712	27
713	23
714	22
715	25
716	33
717	28
718	29
719	38
720	21
721	29
722	19
723	29
724	15
725	28
726	23
727	20
728	19
729	26
730	26
731	29
732	21
733	21
734	30
735	21
736	19
737	14
738	21
739	19
740	22
741	23
742	17
743	26
744	19
745	18
746	27
747	13
748	15
749	20
750	19
751	17
752	32
753	22
754	12
755	27
756	27
757	20
758	23
759	14
760	15
761	21
762	24
763	20
764	18
765	18
766	19
767	21
768	17
769	22
770	23
771	19
772	17
773	26
774	21
775	20
776	27
777	14
778	16
779	21
780	20
781	19
782	14
783	22
784	30
785	18
786	16
787	15
788	12
789	18
790	18
791	23
792	23
793	26
794	21
795	21
796	26
797	19
798	19
799	18
800	20
801	20
802	17
803	11
804	26
805	16
806	16
807	11
808	11
809	21
810	13
811	10
812	15
813	20
814	20
815	13
816	17
817	17
818	13
819	16
820	7
821	12
822	17
823	15
824	21
825	16
826	13
827	9
828	9
829	15
830	8
831	20
832	18
833	11
834	14
835	19
836	12
837	16
838	15
839	12
840	13
841	10
842	9
843	12
844	10
845	11
846	13
847	12
848	16
849	14
850	8
851	10
852	9
853	17
854	20
855	22
856	14
857	17
858	11
859	12
860	13
861	14
862	12
863	14
864	7
865	12
866	9
867	14
868	9
869	9
870	13
871	6
872	17
873	14
874	12
875	15
876	21
877	9
878	13
879	10
880	11
881	7
882	16
883	14
884	10
885	6
886	9
887	10
888	8
889	17
890	10
891	13
892	7
893	12
894	16
895	9
896	12
897	7
898	8
899	17
900	8
901	11
902	15
903	11
904	8
905	10
906	9
907	8
908	11
909	15
910	10
911	9
912	16
913	5
914	12
915	7
916	11
917	5
918	9
919	13
920	9
921	10
922	11
923	8
924	8
925	4
926	11
927	15
928	7
929	7
930	13
931	17
932	7
933	10
934	11
935	5
936	10
937	7
938	4
939	10
940	6
941	6
942	10
943	8
944	9
945	12
946	14
947	11
948	9
949	10
950	5
951	10
952	5
953	9
954	8
955	11
956	13
957	9
958	6
959	11
960	12
961	9
962	15
963	7
964	9
965	9
966	8
967	11
968	8
969	7
970	7
971	11
972	14
973	6
974	13
975	9
976	7
977	13
978	11
979	9
980	8
981	7
982	9
983	6
984	15
985	15
986	6
987	12
988	9
989	11
990	4
991	11
992	3
993	6
994	9
995	12
996	11
997	5
998	8
999	13
1000	9
1001	7
1002	10
1003	8
1004	9
1005	9
1006	9
1007	5
1008	4
1009	10
1010	9
1011	9
1012	7
1013	8
1014	9
1015	3
1016	3
1017	11
1018	9
1019	7
1020	5
1021	6
1022	7
1023	6
1024	8
1025	7
1026	3
1027	7
1028	5
1029	8
1030	8
1031	6
1032	1
1033	6
1034	7
1035	5
1036	5
1037	7
1038	6
1039	10
1040	6
1041	5
1042	5
1043	7
1044	7
1045	4
1046	4
1047	5
1048	4
1049	4
1050	7
1051	4
1052	7
1053	7
1054	3
1055	3
1056	4
1057	4
1058	5
1059	4
1060	4
1061	2
1062	7
1063	5
1064	2
